time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2017-08-29 11:26:32.950 UTC, ,125,3224349,2216,78496, , ,13, ,44,2,0.05, , , , , , , ,13,9, , , ,2,7,12, ,31,13, , , , , , , , , , , , , ,135760,12, ,123543, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504005852539, , , , ,3145728, , , ,15,1,3,1,3, ,3, , ,3,4, , , ,15,1, , , , , ,1,7365,16,372,3, , , , , , , , ,72343000,3, , , , , , ,857, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,827,27, , , , , , , , 
2017-08-29 11:27:10.447 UTC, ,125,3166189,2216,20336, , ,3,1,79,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,95,24, , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , ,18,1001, , , , , , , , , , , , , , , , , , , , , , , , ,1504006030080, , , , ,3145728, , , ,33,0, , , ,2, , , ,3, , , , ,33, ,2048,1, , , , ,382927,78, , , , , , , , , , ,59738456,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:27:10.537 UTC, ,125,3169741,2216,23888, , ,4,1,8,1,0.13, , , , , , , ,4,4, , ,1,2,1,6, ,4,2, , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006030080, , , , ,3145728, , , ,5,0, , , ,1, , , ,3, , , , ,5,1, , , , , , ,8359,6, , , , , , , , , , ,63765248,3, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 11:27:20.624 UTC, ,125,3166189,2216,20336, , ,3,1,79,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,95,24, , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , ,18,1001, , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , , , ,3145728, , , ,33,0, , , ,2, , , ,3, , , , ,33, ,2048,1, , , , ,382927,78, , , , , , , , ,1,11,26076616,4, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:28:20.740 UTC, ,125,3268141,2216,79760,42528, ,13,8,235,10,0.04,4, , , , , , ,13,9, , ,8,2,7,12, ,117,19, , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , ,4, ,3145728, , , ,43,1,21,12,21,3,21, , ,3,23, , , ,43,1, , , , , ,5,76219,51,2788,21, , , , , , , , ,74614920,3, , , , , , ,3392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, ,3213,133,4, , , , , , , 
2017-08-29 11:29:20.744 UTC, ,125,3268221,2216,79760,42608, ,13, ,312, , , , , , , , , ,13,9, , , ,2,7,12, ,429, , , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , , , ,3145728, , , , ,1,2,2,2, ,2, , ,3,5, , , , ,1, , , , , , , , ,230,2, , , , , , ,1,12,32738240,3, , , , , , ,13023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,12942,79, , , , , , , , 
2017-08-29 11:30:20.749 UTC, ,125,3268221,2216,79760,42608, ,13, ,12, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,32738240,4, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:31:20.753 UTC, ,125,3268221,2216,79760,42608, ,13, ,12, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,33073784,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:32:20.757 UTC, ,125,3268221,2216,79760,42608, ,13, ,12, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,33744912,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:33:03.097 UTC, ,125,3225613,2216,79760, , ,13, ,11, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,141805,13, ,137597, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006040580, , , , ,3145728, , , , ,1,3,1,3, ,3, , ,3,5, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,43081728,3, , , , , , ,11, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,8, , , , , , , , 
2017-08-29 11:33:23.824 UTC, ,125,3166213,2216,20360, , ,3,1,79,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,97,25, , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , ,19,1056, , , , , , , , , , , , , , , , , , , , , , , , ,1504006403450, , , , ,3145728, , , ,34,0, , , ,2, , , ,3, , , , ,34, ,2048,1, , , , ,399434,81, , , , , , , , , , ,59679424,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:33:23.914 UTC, ,125,3169645,2216,23792, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,2,1,6, ,4,2, , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006403450, , , , ,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,6311,5, , , , , , , , , , ,65048240,3, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 11:33:34.003 UTC, ,125,3166213,2216,20360, , ,3,1,79,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,97,25, , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , ,19,1056, , , , , , , , , , , , , , , , , , , , , , , , ,1504006413962, , , , ,3145728, , , ,34,0, , , ,2, , , ,3, , , , ,34, ,2048,1, , , , ,399434,81, , , , , , , , ,1,12,26062240,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:34:34.007 UTC, ,125,3271837,2216,82736,43248, ,13,7,384,10,0.03,1, , , , , , ,13,9, , ,7,2,7,12, ,313,19, , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006413962, , ,1, ,3145728, , , ,42,1,24,14,24,3,24, , ,3,27, , , ,42,1, , , , , ,5,74171,50,3141,24, , , , , , ,1,14,23751056,3, , , , , , ,9539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,9314,176,4, , , , , , , 
2017-08-29 11:35:34.010 UTC, ,125,3271837,2216,82736,43248, ,13, ,12, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006413962, , , , ,3145728, , , , , , , , , , , , ,3,2, , , , ,1, , , , , , , , , , , , , , , , , , ,24187336,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:36:34.015 UTC, ,125,3271837,2216,82736,43248, ,13, ,12, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006413962, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,24187336,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:36:52.405 UTC, ,125,3228589,2216,82736, , ,13, ,7, , , , , , , , , ,13,9, , , ,2,7,12, , , , , , , , , , , , , , , , ,151382,14, ,145363, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006413962, , , , ,3145728, , , , ,1,3,2,3, ,3, , ,3,4, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,34480232,3, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,4, , , , , , , , 
2017-08-29 11:37:07.980 UTC, ,125,3166237,2216,20384, , ,3, ,77,3,0.04, , , , , , , ,3,3, ,2, ,2,1,4, ,97,26, , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,9,9, , , , , ,21,1114, , , , , , , , , , , , , , , , , , , , , , , , ,1504006627597, , , , ,3145728, , , ,34,0, , , ,2, , , ,3, , , , ,34, ,2048,1, , , , ,528585,97, , , , , , , , , , ,59680216,3, , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:37:08.072 UTC, ,125,3169789,2216,23936, , ,4,1,8,1,0.13, , , , , , , ,4,4, , ,1,2,1,6, ,4,2, , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006627597, , , , ,3145728, , , ,5,0, , , ,1, , , ,3, , , , ,5,1, , , , , , ,8359,6, , , , , , , , , , ,65049296,3, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 11:37:18.156 UTC, ,125,3166237,2216,20384, , ,3, ,77,3,0.04, , , , , , , ,3,3, ,2, ,2,1,4, ,97,26, , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,9,9, , , , , ,21,1114, , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , ,34,0, , , ,2, , , ,3, , , , ,34, ,2048,1, , , , ,528585,97, , , , , , , , ,1,11,26103768,2, , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:38:18.160 UTC, ,589,3275797,2216,85832,43648, ,14,6,156,10,0.06,2, , , , , , ,14,9, , ,6,2,8,12, ,27,19, , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , ,2, ,3145728, , , ,41,1,13,11,13,3,13, , ,3,15, , , ,41,1, , , , , ,5,74574,49,11337,13, , , , , , , , ,67081584,3, , , , , , ,627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, ,477,112,4, , , , , , , 
2017-08-29 11:39:18.163 UTC, ,589,3275797,2216,85832,43648, ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,67081584,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:40:18.167 UTC, ,589,3275797,2216,85832,43648, ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,67081584,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:41:18.172 UTC, ,589,3275797,2216,85832,43648, ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,67081584,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:42:18.176 UTC, ,589,3275797,2216,85832,43648, ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,67752744,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:43:18.179 UTC, ,589,3275797,2216,85832,43648, ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,68423888,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:44:18.183 UTC, ,589,3275797,2216,85832,43648, ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,68423888,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2017-08-29 11:44:51.073 UTC, ,589,3232149,2216,85832, , ,14, ,10, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,170010,15, ,155063, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504006638117, , , , ,3145728, , , , , ,3, ,3, ,3, , ,3,5, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,72450776,2, , , , , , ,10, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,7, , , , , , , , 
2017-08-29 11:45:05.266 UTC, ,125,3166261,2216,20408, , ,3,1,73,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,95,27, , , , , , , , , , , , , ,188632,16, ,181887, , , , , ,10,10, , , , , ,24,1162, , , , , , , , , , , , , , , , , , , , , , , , ,1504007104807, , , , ,3145728, , , ,36,0, , , ,2, , , ,3, , , , ,36, ,2048,1, , , , ,481590,93, , , , , , , , , , ,59633752,2, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:45:05.354 UTC, ,125,3169693,2216,23840, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,2,1,6, ,4,2, , , , , , , , , , , , , ,188632,16, ,181887, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007104807, , , , ,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,6311,5, , , , , , , , , , ,65002768,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 11:45:15.436 UTC, ,125,3166261,2216,20408, , ,3,1,73,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,95,27, , , , , , , , , , , , , ,188632,16, ,181887, , , , , ,10,10, , , , , ,24,1162, , , , , , , , , , , , , , , , , , , , , , , , ,1504007115398, , , , ,3145728, , , ,36,0, , , ,2, , , ,3, , , , ,36, ,2048,1, , , , ,481590,93, , , , , , , , ,1,10,26131192,2, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:46:15.436 UTC, ,125,3277157,2216,87016,44288, ,14,6,161,11,0.07,4, , , , , , ,14,9, , ,6,2,8,12, ,27,19, , , , , , , , , , , , , ,188632,16, ,181887, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007115398, , ,4, ,3145728, , , ,42,2,15,11,15,3,15, , ,3,17, , , ,42,1, , , , , ,6,76911,51,2106,15, , , , , , , , ,68874592,3, , , , , , ,647, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, ,491,116,4, , , , , , , 
2017-08-29 11:46:59.860 UTC, ,125,3232869,2216,87016, , ,14, ,12, , , , , , , , , ,14,9, , , ,2,8,12, , , , , , , , , , , , , , , , ,188632,16, ,181887, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007115398, , , , ,3145728, , , , ,1,3,2,3, ,3, , ,3,5, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,72230392,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,9, , , , , , , , 
2017-08-29 11:47:33.173 UTC, ,125,3166285,2216,20432, , ,3,1,77,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,101,28, , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , ,26,1212, , , , , , , , , , , , , , , , , , , , , , , , ,1504007252762, , , , ,3145728, , , ,37,0, , , ,2, , , ,3, , , , ,37, ,2048,1, , , , ,612786,110, , , , , , , , , , ,59629208,2, , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:47:33.262 UTC, ,125,3169837,2216,23984, , ,4,1,8,1,0.13, , , , , , , ,4,4, , ,1,2,1,6, ,4,2, , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007252762, , , , ,3145728, , , ,5,0, , , ,1, , , ,3, , , , ,5,1, , , , , , ,8359,6, , , , , , , , , , ,66340616,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 11:47:43.349 UTC, ,125,3166285,2216,20432, , ,3,1,77,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,101,28, , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , ,26,1212, , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , , , ,3145728, , , ,37,0, , , ,2, , , ,3, , , , ,37, ,2048,1, , , , ,612786,110, , , , , , , , ,1,11,26409096,3, , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:48:52.277 UTC, ,589,3281389,2216,90144,44928, ,15,7,1232,11,0.01,2, , , , , , ,15,9, , ,7,2,9,11, ,1391,19, , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , ,2, ,3145728, , , ,43,2,23,23,23,3,23, , ,3,24, , , ,43,1, , , , , ,6,82015,52,6681,23, , , , , , ,1,12,78312840,3, , , , , , ,45303, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,45024,231,4, , , , , , , 
2017-08-29 11:49:52.278 UTC, ,589,3281389,2216,90144,44928, ,15, ,60211, , , , , , , , , ,15,9, , , ,2,9,11, ,78260, , , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , ,1,40,112,314,56638792,4, , , , , , ,2558511, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2552480,6031, , , , , , , , 
2017-08-29 11:50:52.286 UTC, ,589,3281389,2216,90144,44928, ,15, ,67372, , , , , , , , , ,15,9, , , ,2,9,11, ,87568, , , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , ,219,493,20916568,4, , , , , , ,2862812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2856064,6748, , , , , , , , 
2017-08-29 11:51:52.288 UTC, ,589,3281389,2216,90144,44928, ,15, ,64172, , , , , , , , , ,15,9, , , ,2,9,11, ,83408, , , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , ,214,480,164286416,4, , , , , , ,2726812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2720384,6428, , , , , , , , 
2017-08-29 11:53:11.464 UTC, ,589,3281389,2216,90144,44928, ,15, ,7352, , , , , , , , , ,15,9, , , ,2,9,11, ,9555, , , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , , , ,3145728, , , , , , , , , , , , ,3,2, , , , ,1, , , , , , , , , , , , , , , , ,28,61,131354880,3, , , , , , ,312378, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,311640,738, , , , , , , , 
2017-08-29 11:53:11.570 UTC, ,589,3236461,2216,90144, , ,15, ,71, , , , , , , , , ,15,9, , , ,2,9,11, ,88, , , , , , , , , , , , , , ,207042,17, ,191278, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007263312, , , , ,3145728, , , , , ,3, ,3, ,3, , ,3,3, , , , ,1, , , , , , , , ,372,3, , , , , , ,1,1,46581576,3, , , , , , ,2835, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,2825,7, , , , , , , , 
