time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2017-08-29 11:53:55.527 UTC, ,125,3166309,2216,20456, , ,3,1,73,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,99,29, , , , , , , , , , , , , ,220338,18, ,214263, , , , , ,9,9, , , , , ,27,1271, , , , , , , , , , , , , , , , , , , , , , , , ,1504007635133, , , , ,3145728, , , ,38,0, , , ,2, , , ,3, , , , ,38, ,2048,1, , , , ,530981,101, , , , , , , , , , ,59706896,3, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 11:53:55.618 UTC, ,125,3169741,2216,23888, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,2,1,6, ,4,2, , , , , , , , , , , , , ,220338,18, ,214263, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007635133, , , , ,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,6311,5, , , , , , , , , , ,65075864,3, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 11:54:05.703 UTC, ,125,3166309,2216,20456, , ,3,1,73,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,99,29, , , , , , , , , , , , , ,220338,18, ,214263, , , , , ,9,9, , , , , ,27,1271, , , , , , , , , , , , , , , , , , , , , , , , ,1504007645662, , , , ,3145728, , , ,38,0, , , ,2, , , ,3, , , , ,38, ,2048,1, , , , ,530981,101, , , , , , , , ,1,9,27241168,3, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:08:08.608 UTC, ,589,3286069,2216,94184,45568, ,16,8,42818,12,0.00,8, , , , , , ,16,9, , ,8,2,10,11, ,55445,19, , , , , , , , , , , , , ,220338,18, ,214263, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007645662, , ,8, ,3145728, , , ,45,1,21,17,21,3,21, , ,3,24, , , ,45,1, , , , , ,5,82696,53,12334,21, , , , ,1,43,13,96,957815376,3, , , , , , ,1846565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, ,1842127,4392,4, , , , , , , 
2017-08-29 12:08:08.759 UTC, ,589,3240501,2216,94184, , ,16, ,36, , , , , , , , , ,16,9, , , ,2,10,11, ,18, , , , , , , , , , , , , , ,220338,18, ,214263, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504007645662, , , , ,3145728, , , , ,1,3,1,3, ,3, , ,3,3, , , , ,1, , , , , , , , ,372,3, , , , , , ,1,2,77909664,3, , , , , , ,518, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,491,24, , , , , , , , 
2017-08-29 12:08:24.006 UTC, ,125,3166333,2216,20480, , ,3,1,79,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,107,30, , , , , , , , , , , , , ,244752,19, ,233212, , , , , ,9,9, , , , , ,30,1330, , , , , , , , , , , , , , , , , , , , , , , , ,1504008503611, , , , ,3145728, , , ,39,0, , , ,2, , , ,3, , , , ,39, ,2048,1, , , , ,645798,116, , , , , , , , , , ,59703040,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:08:24.096 UTC, ,125,3169885,2216,24032, , ,4,1,8,1,0.13, , , , , , , ,4,4, , ,1,2,1,6, ,4,2, , , , , , , , , , , , , ,244752,19, ,233212, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008503611, , , , ,3145728, , , ,5,0, , , ,1, , , ,3, , , , ,5,1, , , , , , ,8359,6, , , , , , , , , , ,65080232,3, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 12:08:34.194 UTC, ,125,3166333,2216,20480, , ,3,1,79,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,107,30, , , , , , , , , , , , , ,244752,19, ,233212, , , , , ,9,9, , , , , ,30,1330, , , , , , , , , , , , , , , , , , , , , , , , ,1504008514138, , , , ,3145728, , , ,39,0, , , ,2, , , ,3, , , , ,39, ,2048,1, , , , ,645798,116, , , , , , , , ,1,10,27254856,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:11:11.144 UTC, ,125,3288229,2216,96088,46288, ,16,8,42816,13,0.00,8, , , , , , ,16,9, , ,8,2,10,11, ,55433,19, , , , , , , , , , , , , ,244752,19, ,233212, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008514138, , ,8, ,3145728, , , ,46,4,24,22,24,3,24, , ,3,26, , , ,46,1, , , , , ,6,87280,55,3141,24, , , , ,1,39,14,72,404817488,4, , , , , , ,1880260, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,1875813,4398,6, , , , , , , 
2017-08-29 12:11:11.241 UTC, ,125,3241941,2216,96088, , ,16, ,14, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,244752,19, ,233212, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008514138, , , , ,3145728, , , , ,1,3,1,3, ,3, , ,3,3, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,482233304,4, , , , , , ,445, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,440,2, , , , , , , , 
2017-08-29 12:14:12.298 UTC, ,125,3166357,2216,20504, , ,3, ,79,3,0.04, , , , , , , ,3,3, ,2, ,2,1,4, ,109,31, , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , ,32,1388, , , , , , , , , , , , , , , , , , , , , , , , ,1504008851909, , , , ,3145728, , , ,39,0, , , ,2, , , ,3, , , , ,39, ,2048,1, , , , ,676637,120, , , , , , , , , , ,59670192,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:14:12.386 UTC, ,125,3169789,2216,23936, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,2,1,6, ,4,2, , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008851909, , , , ,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,6311,5, , , , , , , , , , ,65039384,3, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 12:14:22.471 UTC, ,125,3166357,2216,20504, , ,3, ,79,3,0.04, , , , , , , ,3,3, ,2, ,2,1,4, ,109,31, , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , ,32,1388, , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , , , ,3145728, , , ,39,0, , , ,2, , , ,3, , , , ,39, ,2048,1, , , , ,676637,120, , , , , , , , ,1,10,27304144,3, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:15:41.941 UTC, ,125,3290933,2216,98232,46848, ,16,8,42820,13,0.00,8, , , , , , ,16,9, , ,8,2,10,11, ,55446,19, , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , ,8, ,3145728, , , ,46,3,21,22,21,3,21, , ,3,23, , , ,46,1, , , , , ,6,87280,55,2796,21, , , , ,1,30,15,90,31246496,3, , , , , , ,1914802, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, ,1910357,4399,4, , , , , , , 
2017-08-29 12:16:55.497 UTC, ,125,3290933,2216,98232,46848, ,16, ,12, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , , , ,3145728, , , , , , , , , , , , ,3,2, , , , ,1, , , , , , , , , , , , , , , , , , ,34725960,3, , , , , , ,452, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,448,4, , , , , , , , 
2017-08-29 12:18:18.327 UTC, ,125,3290933,2216,98232,46848, ,16, ,23, , , , , , , , , ,16,9, , , ,2,10,11, ,26, , , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , , , ,3145728, , , , , , , , , , , , ,3,1, , , , ,1, , , , , , , , , , , , , , , , , , ,34928072,3, , , , , , ,900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,896,4, , , , , , , , 
2017-08-29 12:19:50.986 UTC, ,125,3290933,2216,98232,46848, ,16, ,12, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , , , ,3145728, , , , , , , , , , , , ,3,2, , , , ,1, , , , , , , , , , , , , , , , , , ,35130080,3, , , , , , ,451, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,448,4, , , , , , , , 
2017-08-29 12:24:32.448 UTC, ,125,3290933,2216,98232,46848, ,16, ,12, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , , , ,3145728, , , , , , , , , , , , ,3,1, , , , ,1, , , , , , , , , , , , , , , , , , ,35332144,2, , , , , , ,451, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,448,2, , , , , , , , 
2017-08-29 12:24:32.557 UTC, ,125,3244085,2216,98232, , ,16, ,14, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,256953,20, ,248433, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504008862433, , , , ,3145728, , , , ,1,3,1,3, ,3, , ,3,3, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,99082184,2, , , , , , ,453, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,448,2, , , , , , , , 
2017-08-29 12:26:37.033 UTC, ,125,3166381,2216,20528, , ,3,1,85,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,117,32, , , , , , , , , , , , , ,269940,21, ,260289, , , , , ,8,8, , , , , ,33,1445, , , , , , , , , , , , , , , , , , , , , , , , ,1504009596627, , , , ,3145728, , , ,41,0, , , ,2, , , ,3, , , , ,41, ,2048,1, , , , ,695186,124, , , , , , , , , , ,61045584,3, , , , , , ,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:26:37.123 UTC, ,125,3169933,2216,24080, , ,4,1,8,1,0.13, , , , , , , ,4,4, , ,1,2,1,6, ,4,2, , , , , , , , , , , , , ,269940,21, ,260289, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504009596627, , , , ,3145728, , , ,5,0, , , ,1, , , ,3, , , , ,5,1, , , , , , ,8359,6, , , , , , , , , , ,65072584,3, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 12:26:47.210 UTC, ,125,3166381,2216,20528, , ,3,1,85,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,117,32, , , , , , , , , , , , , ,269940,21, ,260289, , , , , ,8,8, , , , , ,33,1445, , , , , , , , , , , , , , , , , , , , , , , , ,1504009607170, , , , ,3145728, , , ,41,0, , , ,2, , , ,3, , , , ,41, ,2048,1, , , , ,695186,124, , , , , , , , ,1,9,27549472,3, , , , , , ,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:29:17.135 UTC, ,125,3293461,2216,100120,47488, ,16,9,42828,13,0.00,2, , , , , , ,16,9, , ,9,2,10,11, ,55459,19, , , , , , , , , , , , , ,269940,21, ,260289, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504009607170, , ,2, ,3145728, , , ,47,1,20,18,20,3,20, , ,3,22, , , ,47,1, , , , , ,6,89328,56,2681,20, , , , ,1,36,15,86,325462688,3, , , , , , ,1949377, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,1944931,4401,4, , , , , , , 
2017-08-29 12:29:17.229 UTC, ,125,3245973,2216,100120, , ,16, ,14, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,269940,21, ,260289, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504009607170, , , , ,3145728, , , , , ,3, ,3, ,3, , ,3,3, , , , ,1, , , , , , , , ,372,3, , , , , , , , ,390119136,3, , , , , , ,460, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,456,1, , , , , , , , 
2017-08-29 12:35:57.418 UTC, ,125,3166405,2216,20552, , ,3,1,85,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,119,33, , , , , , , , , , , , , ,291503,22, ,273161, , , , , ,8,8, , , , , ,36,1499, , , , , , , , , , , , , , , , , , , , , , , , ,1504010157008, , , , ,3145728, , , ,42,0, , , ,2, , , ,3, , , , ,42, ,2048,1, , , , ,810005,139, , , , , , , , , , ,61048672,3, , , , , , ,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:35:57.506 UTC, ,125,3169837,2216,23984, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,2,1,6, ,4,2, , , , , , , , , , , , , ,291503,22, ,273161, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504010157008, , , , ,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,6311,5, , , , , , , , , , ,65075776,3, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5, , , , , , , , 
2017-08-29 12:36:07.594 UTC, ,125,3166405,2216,20552, , ,3,1,85,3,0.04, , , , , , , ,3,3, ,2,1,2,1,4, ,119,33, , , , , , , , , , , , , ,291503,22, ,273161, , , , , ,8,8, , , , , ,36,1499, , , , , , , , , , , , , , , , , , , , , , , , ,1504010167551, , , , ,3145728, , , ,42,0, , , ,2, , , ,3, , , , ,42, ,2048,1, , , , ,810005,139, , , , , , , , ,1,11,27558664,3, , , , , , ,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-08-29 12:37:11.656 UTC, ,125,3295221,2216,101880,47488, ,16,6,42822,13,0.00, , , , , , , ,16,9, , ,6,2,10,11, ,55446,19, , , , , , , , , , , , , ,291503,22, ,273161, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504010167551, , , , ,3145728, , , ,44,1,24,15,24,3,24, , ,3,25, , , ,44,1, , , , , ,7,88054,54,2869,24, , , , , , ,14,85,575432288,4, , , , , , ,1948931, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, ,1944484,4405,4, , , , , , , 
2017-08-29 13:14:52.876 UTC, ,125,3295301,2216,101880,47568, ,16, ,44, , , , , , , , , ,16,9, , , ,2,10,11, ,52, , , , , , , , , , , , , , ,291503,22, ,273161, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504010167551, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,575555960,4, , , , , , ,1832, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1824,8, , , , , , , , 
2017-08-29 13:14:53.020 UTC, ,125,3247733,2216,101880, , ,16, ,13, , , , , , , , , ,16,9, , , ,2,10,11, ,13, , , , , , , , , , , , , , ,291503,22, ,273161, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1504010167551, , , , ,3145728, , , , ,1,3,1,3, ,3, , ,3,3, , , , ,1, , , , , , , , ,372,3, , , , ,1,39,1,1,85927000,4, , , , , , ,460, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,456,1, , , , , , , , 
